寿阳山（宋·石仲元）　　七言绝句　押灰韵	平原翠削万琼瑰，顿辔尘沙眼暂开。文网牵人宁底急，未妨特特看山来①。
句（宋·石仲元）　　押灰韵	地连锦野东西去，水接朱川次第来（梦中作）。
