山中（宋·邵定）　　五言绝句　押先韵	白日看云坐，清秋对雨眠。眉头无一事，笔下有千年。
渔家（宋·邵定）　　五言绝句　押灰韵	渔家临水住，春尽无花开。年年谢流水，流得好花来①。
