题能仁寺壁（宋·马纯）　　七言绝句　押先韵	十年衰病卧林泉，鹓鹭群飞竞刺天。黄纸除书犹到汝，固知清世不遗贤①。
句（宋·马纯）　　押删韵	勋业簿中频点检，只添白发与苍颜①。
