和冯济川题枯髅图（宋·释法清）　　押贿韵	形骸在此，其人何在。日炙风吹，掩彩掩彩①。
偈二首（宋·释法清）　　押灰韵	万柳千华暖日开，一华端有一如来。妙谈不二虚空藏，动著微言遍九垓。
