喜贺恩减本州绢额（宋·程叔达）　　五言绝句　押阳韵	山国不栽桑，抱布贸丝藏。恩诏光明烛，寒灯织室光①。
进敬天图（宋·程叔达）　　七言排律　押真韵	自幸躬逢时盛治，人欣官备掌丝纶。频年馆阁更新进，屡世阶墀作近臣①。忆昔中兴开六位，旋禅历数转双轮。祯符龙马南江出，宝箓台垣北极陈。端拱明堂时御世，溯源清庙允尊亲。无为效舜惟恭己，受摄如尧只布仁。四海群生回泰运，万几一日起黎民。曾闻洪范平康福，尤守丹书敬胜身。昨见江湖虽饮马，将来京洛靖烽尘。吾儒所学惟诚正，稽古钦哉有诫询。四国八风生万象，九重一语定三辰。遥祈天鉴纳遗老，抃舞温和浑是春。
