渔父醉（宋·黄今是）　　七言绝句　押尤韵	青烟何处淡孤洲，有客经年业一钩。芳草渡头新贳酒，碧云天际已归舟。
渔父词（宋·黄今是）　　七言绝句　押麻韵	蓑衣箬笠更无华，蓼岸蘋洲亦有家。风雨满天愁不动，隔江犹唱后庭花①。
