南纪楼（宋·冯杞）　　七言绝句　押尤韵	岂忍轻离江汉州，去思日夜逐东流。可怜南纪楼前路，常与邦人忆蔡侯。
句（宋·冯杞）　　押尤韵	人物英雄故沔州，嶓岷千古奉双流。
