题张许双庙（宋·曾伋）　　七言绝句　押支韵	国凭节义壮洪基，激厉颓风属圣时。曾屈帝尊亲降辇①，可因祈福幸公祠②。
读留题张许双庙诗（宋·曾伋）　　七言绝句　押寒韵	篇卷留题尽昔贤，读之英气凛然寒。时人不晓尊崇意，都与丛祠一例看①。
