濯足（宋·赵必涟）　　五言绝句　押缉韵	小桥坐濯足，涧狭水流急。源头夜雨多，落花漾露湿①。
自题梅花庄（宋·赵必涟）　　七言绝句　押麻韵	一间茅屋傍溪斜，三径荒于靖节家。但得鹤粮随分足，更须锄月种梅花①。
