偈颂六首（宋·释深）	风萧萧，叶飘飘。云片片，水茫茫。江干独立向谁说，天外飞鸿三两行。
颂古八首（宋·释深）	厖眉策起貌棱层，见佛元来却不曾。南岳天台相撞著，被人唤作捉斋侩①。
