题画山水扇（宋·明不亏）　　七言绝句　押寒韵	淋漓戏墨堕毫端，雨湿溪山作小寒。家在严陵滩上住，风烟不是梦中看。
绝句（宋·明不亏）　　七言绝句　押先韵	故乡深落落霞边，雁断鱼沉二十年。写尽彩笺无寄处，洞庭湖水阔于天①。
