吴江太湖笠泽虹桥（宋·俞可）　　七言绝句　押微韵	范蠡避名湖上去，季鹰乘兴日边归。洲连笠泽春游远，路入松陵夜钓稀。
句（宋·俞可）　　押江韵	拂座好风来橘社，隔汀长笛过松江①。
