杭州（宋·谢驿）　　七言绝句　押尤韵	谁把杭州曲子讴，荷花十里桂三秋。那知卉木无情物，牵动长江万里愁①。
军峰（宋·谢驿）　　七言绝句　押覃韵	倚天青壁瘦巉岩，下有神龙捲作潭。龙欲出时山吐气，黑云随手暗江南①。
