秦淮（宋·刘元高）　　七言绝句　押真韵	横凿南山贯北津，安知丰沛有真人。六朝不得中原土，犹使英雄欲过秦①。
冶城楼（宋·刘元高）　　七言绝句　押支韵	俯仰明知尽可悲，西风还此立多时。偶然唤醒东山客，便有淮淝一局棋①。
