乾溪铺（宋·李次渊）　　七言绝句　押阳韵	芦芽抽尽柳花黄，水满田头未插秧。客里不知春事晚，举头惊见楝花香①。
分水铺（宋·李次渊）　　七言绝句　押真韵	青山北去连吴会，绿水东流到八闽。何必此中分界限，普天率土尽王臣①。
