春晚（宋·李怤）　　七言绝句　押歌韵	花瘦烟羸可奈何，不关渠事鸟声和。无人扫地惊残梦①，分付轻红上碧莎②。
句（宋·李怤）　　押麻韵	去国春城桃李花，枫林叶病尚天涯。今年九日风前帽，北客南舟雨后沙。
