塞上曲（宋·郭昭著）　　七言绝句　押阳韵	胡马秋肥塞草黄，弯弧直拟犯渔阳。归鞭却避弓闾水，知是嫖姚旧战场①。
秋夜（宋·郭昭著）	秋空澹澹天无极，东望平林净如拭。清光倒涌冰轮寒，山河吸作玻璃色。主人对此欲凌风，瑶光浮白珍珠红。留连中夜不知倦，酣歌惊动蛇龙宫。
