宿武夷宫（宋·彦修）　　七言绝句　押文韵	学仙独访武夷君，老树垂藤弄夕曛。我欲幔亭拚一醉，不知何处奏宾云。
夜宿武夷宫（宋·彦修）	巢松老鹤鸣丹井，笼月梅花摇素影。竹敲白露幔亭寒，吟弄紫箫山月冷。山月箫声清且幽，幔亭不见昔人游。我来欲此腾云雾，笑指三山十二楼。
