如归亭（宋·许申）　　七言绝句　押尤韵	幅圆千里浸清流，蘋叶微风为客收。画作一图何处设，煮茶闲看建溪头。
张相公祠（宋·许申）　　押阳韵	铁胎重整英仪峻，燕厦新成暑气凉。韶石遍图辉壁落，荔枝分植映房廊。开元旧事丰碑在，家笥犹传故笏囊①。
