拾得破钱（宋·李氏女）　　七言绝句　押寘韵	半轮残月掩尘埃，依稀犹有开元字。想见清光未破时，买尽人间不平事。
弹琴（宋·李氏女）　　七言绝句　押真韵	昔年刚笑卓文君，岂信丝桐解误身。今日未弹心已乱，此心元自不由人①。
