和骆萝宪分水岭诗（宋·林致诚）　　七言绝句	一自端明去外台，脩途松盖属谁栽。仁心既许推仁政，玉笋清班趁早排。
书至鹅湖访先祖简肃诗扁岁久不复存矣月老重饰一板令余书楬芝兰室因题二十八字（宋·林致诚）　　七言绝句　押青韵	忆昔先翁此地经，曾挥诗笔扫青冥。我来遍索前修句，雷电何年敕六丁①。
