菊诗（魏晋·袁山松）　　押萧韵	灵菊植幽崖，擢颖陵寒飙。春露不染色，秋霜不改条①。
白鹿山诗（魏晋·袁山松）　　押支韵	白鹿乃在上林西苑中。射工尚复得脯腊之。黄鹄摩天极高飞。后宫尚得烹煮之①。
