从弟别诗（魏晋·郭愔）	乖索易永久，寻离觉月促。辽落隔修途，窈窕阂丘谷①。
百舌鸟诗（魏晋·郭愔）　　押职韵	百舌鸣高树，弄音无常则。借问声何烦，末俗不尚嘿①。
