兰亭诗二首 其二（魏晋·徐丰之）　　押鱼韵	清响拟丝竹，班荆对绮疏。零觞飞曲津，欢然朱颜舒①。
兰亭诗二首 其一（魏晋·徐丰之）　　押寒韵	俯挥素波，仰掇芳兰。尚想嘉客，希风永叹①。
