咏《庄子》诗（魏晋·孙放）　　押微韵	巨细同一马，物化无常归。修鲲解长鳞，鹏起片云飞。抚翼抟积风，仰凌垂天翚①。
数诗（魏晋·孙放）　　押铣韵	一往纵神怀，矫迹步玄阐①。
