飞云峰（魏晋·黄野人）	云来万岭动，云去天一色。长笑两三声①，空山秋月白②。
罗浮吟（魏晋·黄野人）　　押微韵	云意不知沧海①，春光欲上翠微②。人间一堕千劫③，犹爱梅花未归④。
