初尝哈密瓜（当代·王孟扬）　　七言绝句　押麻韵	戈壁连天万里赊，投荒旅客漫咨嗟。干喉纵是无泉水，润口须知有雪瓜。
盖斯墓（当代·王孟扬）　　七言绝句　押微韵	先贤遗迹是耶非，野草迷离傍落晖。都道英灵彰异迹，甘霖一路伴柩归。
