十索四首（隋·丁六娘）	裙裁孔雀罗，红绿相参对。映以蛟龙锦，分明奇可爱。粗细君自知，从郎索衣带①。
十索二首（隋·丁六娘）　　押漾韵	含娇不自转，送眼劳相望。无那关情伴，共入同心帐。欲防人眼多，从郎索锦障①。
