媱泆曲（隋·沸大）	煌煌郁金。生于野田。过时不采。宛见弃捐。曼尔丰炽。华色惟新。与我同欢①。
委靡辞（隋·沸大）	宿心嘉尔，故固良媒。问名谐帅，占相良时。惨惨惕惕，惧尔不来。既睹尔颜，我心怡怡。今不合欢，岂徒费哉。斯誓为定，淑女何疑①。
