句（元·陈遂）	古来何物不成土，死后惟诗可胜金。山岂忍埋成器玉，月空自照少年魂。
句（元·陈遂）　　押尤韵	蓑笠五湖荣佩印，桑麻数亩胜封侯（详阮忠彦下）。
