赠墨士（元·契哲笃）　　七言绝句　押先韵	鱼胞万杵成玄玉，应是柯仙得妙传。铁砚毛锥为密友，何时海上别回仙。
题商德符李遵道合作竹树图（元·契哲笃）　　七言绝句　押灰韵	槎牙老树根盘石，楚楚霜筠护碧苔。古怪清奇俱绝笔，颉颃好手为谁开。
