宋太祖（元·北客）　　七言绝句　押支韵	忆昔陈桥兵变时，欺他寡妇与孤儿。谁知三百馀年后①，寡妇孤儿又被欺②。
句（元·北客）　　押庚韵	万里风霜空绿树，百年兴废又青城。
