墨菊（元·胡布）　　五言绝句　押支韵	彭泽归来日，缁尘点素丝。乌纱漉酒后，挂在菊花枝。
句（元·胡布）	斧斲云根木，瓢探石窦泉。旭日千门晓，春花万树明。穴深留禹迹，松古受秦封。夕嶂兼空净，秋江得月多。
