题水村图二首 其一（元·邓椿）　　七言绝句　押虞韵	向来寓意思卜居，住处只今成画图。胸中本自渺江海，主人相浼写分湖。
题水村图二首 其二（元·邓椿）　　押尤韵	鸥鸟难渝旧约，湖山不改清秋。人自与波上下，我其卒岁优游。
