重阳（元·德丰）　　七言绝句　押庚韵	战尽今秋见太平，西风多作北风声。不吹乌帽吹毡帽，篱下黄花笑不成。
答钟山长老（元·德丰）　　七言绝句　押灰韵	耿耿孤吟对古梅，忽传军将送书来。倚崖枯木摧残甚，虚负阳和到一回。
