天净沙（元·李致远）	画楼徙倚栏杆，粉云吹做修鬟，璧月低悬玉弯。落花懒慢，罗衣特地春寒。
红绣鞋（元·李致远）　　押麻韵	梦断陈王罗袜，情伤学士琵琶。又见西风换年华。数杯添泪酒，几点送秋花。行人天一涯。
