题王澹游岁寒三友图卷（元·王蒙）　　七言绝句　押庚韵	房山仙人清似水，醉倚长松吹玉笙。梅花如雪孤凤冷，明月丹霄天籁生。
忆秦娥 南方怀古（元·王蒙）	花如雪。东风夜扫苏堤月。苏堤月。香销南国，几回圆缺。钱唐江上潮声歇。江边杨柳谁攀折。谁攀折。西陵渡口，古今离别。
