西湖竹枝歌 其一（元末明初·宋元禧）	十三女儿不出门，父娘坟在葛岭根。同携女伴踏青去，不上道傍苏小坟。
和西湖竹枝词（元末明初·宋元禧）	十三女郎不出门，父娘墓在葛山根。同携女伴踏青去，不上道旁苏小坟。
