绝句（元·张君有）　　七言绝句　押先韵	八千里路到杭郡，城郭人民几变迁。惟有吴山青不改，令威何日是归年？
兰渚（元·张君有）　　七言绝句　押先韵	光转东风弄暖天，永和人物尚依然。谁怜纫佩凄凉客，倚策愁吟楚泽边。
