寿松记碑本（元·杨瑀）　　七言绝句　押寒韵	举世纷纷名利间，达生轻禄古今难。天生瑞兆为君寿，寄我山中作画看。
静安八咏录二 陈桧（元·杨瑀）　　七言绝句　押麻韵	殿前双桧郁龙蛇，翠雨溟濛锁绿霞。不逐后庭花片落，托根却在梵王家。
