蔡九娘诗（元·陈乾富）　　七言绝句　押齐韵	一笑花前醉似泥，绮筵欢剧不闻鸡。马蹄到此空归去，不是花迷是酒迷。
玉环诗（元·陈乾富）　　七言绝句　押麻韵	使台归骑准鸣笳，花气茶烟竞院奢。禽慧不须云板约，好窥人意唤琵琶。
