西湖竹枝词二首（元·熊进德）	金丝络索双凤头，小叶尖眉未著愁。大姑昨夜苕溪过，新歌学得唱湖州。
句（元·熊进德）　　押庚韵	木怪鬼欲出，山空岩自鸣。
