募兵行六首（明·谢少南）　　七言绝句　押先韵	玺书五道发甘泉，技俩兼收作控弦。募府未摅平虏策，县官先办犒兵钱。
府江杂诗六首（明·谢少南）　　七言绝句　押东韵	蛮烟不雨似云浓，白日阴阴惨澹中。炎气薰人冬亦暖，不知何地候春风。
