题方壶苍山秋意图（明·吕复）　　七言绝句　押庚韵	昔游华盖仙人掌，万叠芙蓉紫翠生。犹记月明闻铁笛，人间无处著秋声。
送郑仲宗还金华（明·吕复）　　押屑韵	都门盛冠盖，乃与行者别。行者来复还，使我心哽咽。人留棹声迟，酒既骊歌彻。绿柳阴正圆，相看不忍别。
