忆王孙（明·赵燕）　　押东韵	东风恶劣打残红，帘幕轻阴漾碧空。倚薰笼，梦断香消宝鸭中。
长相思 寄张幼子（明·赵燕）　　押尤韵	去悠悠，意悠悠，水远山长无尽头。相思何日休。见春愁，对春羞，日日春江认去舟。含情空倚楼。
