寄远（明·谷淮）　　七言绝句　押尤韵	琼花台上雨初收，黄歇山前水急流。莫道别来乡国异，南江愁是北江愁。
病中（明·谷淮）　　七言绝句　押先韵	一贫成病竟年年，愁入苍茫岁暮天。客至拥衾聊起坐，冷风吹雨湿床前。
