忆家园一绝（明·赛涛）　　七言绝句　押微韵	日望南云泪湿衣，家园梦想见依稀。短墙曲巷池边屋，罗汉松青对紫薇。
元宵（明·赛涛）　　七言绝句　押支韵	满城箫鼓元宵节，小馆灯花孤闷时。料得团圞行坐处，有人挥泪说分离。
