重过大梁坡台废寺有感（明·佘育）　　七言绝句　押真韵	古寺无僧门半扃，重来往事暗伤神。一株残柳犹青眼，似识当年系马人。
贫女吟（明·佘育）　　七言绝句　押微韵	旧丝织尽复新丝，辛苦终朝不下机。只恐与时花样别，不堪裁作嫁人衣。
