从军行（明·朱珵圻）　　五言绝句　押庚韵	日落戍龙庭，风多牧马鸣。平沙但衰草，百里见孤城。
再逢友人（明·朱珵圻）　　五言绝句　押鱼韵	道远频驰梦，情深只寄书。相逢俱泪下，翻似别离初。
