绝命诗（明·李氏）　　七言绝句　押先韵	恨极当时步不前，追随夫婿越江边。双双共入桃花水，化作鸳鸯便是仙①。
自适（明·李氏）　　七言绝句　押盐韵	虚檐残溜雨纤纤，枕簟轻寒晓渐添。花落后庭春睡美，呢喃燕子要开帘。
