与王思夜坐（明·刘瑞葵）　　七言绝句　押麻韵	太乙来过子政家，贫居何物是生涯。杖端吹著青藜火，照见寒梅一树花①。
望东山（明·刘瑞葵）　　押侵韵	望望东山岑，乔松十里阴。神游历其巅，白云振孤襟。有客仙者流，坐抚云门琴。空山多木叶，流水无古今。回头顾予笑，高谊予所钦。饮我紫霞杯，杯尽辄复斟。惠我千金言，不殊鸾凤音。泠然沃心骨，缅邈忘华簪。日夕寻归路，回望烟霞深①。
