花非花（明·计南阳）	同心花，合欢树。四更风，五更雨。画眉山上鹧鸪啼，画眉山下郎行去。
如梦令 纪事（明·计南阳）	长乐晨钟初动，睡熟紫绡娇凤。翠辇一时移，十骑红妆云拥。如梦，如梦，城上乌啼相送。
