墓上梨花（明·何颖）　　五言绝句　押元韵	一春伤薄命，粉脸忆啼痕。风雨泉台莫，深深独闭门①。
怀仙志（明·何颖）　　七言绝句　押灰韵	长忆乔仙去不回，师雄幽恨几时开。罗浮睡冷梅花月，夜夜佳人入梦来。
