春词（明·张琦）　　七言绝句　押齐韵	乳莺啼急柳枝低，江雨晴来草叶齐。九十日春无酒伴，落花如梦到棠梨。
黄昏步溪上见烟月可爱（明·张琦）	明月在天烟在溪，烟中看月无光辉。沙禽熟眠潮未响，野火历乱船初归。天边杨柳谁家树，烟月相含不知数。此时幽景记不真，莫是江南梦归路。
