辽西歌（明·茅榛）　　七言绝句　押庚韵	裨将分屯三十营，营营火炮震天鸣。纵教胡马如征雁，不敢衔芦过北平。
汪司马东巡歌（明·茅榛）　　七言绝句　押歌韵	晓渡滹沱雪满河，辕门鼙鼓杂《铙歌》。为传今日新司马，原是南征旧伏波。
