宫词七首（明·洪贯）　　七言绝句　押虞韵	花阴长日卧韩卢，闲看帘前燕引雏。听得当家宣画本，君王要按美人图。
满江红 贺江阴王尹筑城御寇（明·洪贯）	海宇清宁，甚蓦地、飞传羽檄。回首处、萑苻啸聚，烽烟南北。百雉先几雄版筑，一方从此安磐石。渺长江、天堑绕城流，谁之力。守则固，疆圻画；战必胜，车徒饬。看狐鼠穴扫，了无遗迹。日月未容尘雾翳，东南用壮河山色。信王公、设险在承平，千秋绩。
