马头曲 其二（明·王掖）　　五言绝句　押啸韵	王门激楚曲，相府西凉调。愁中换宫商，郎毋看妾笑。
马头曲 其一（明·王掖）　　押马韵	銮刀刲燔羊，官瓮泻渼马。更衣兰房中，吊影银灯下。
