隋堤柳（明·任彪）　　七言绝句　押萧韵	剪彩池边杨柳条，垂金拂翠逞春娇。不知亡国多遗恨，犹自风前舞细腰。
象城秋望（明·任彪）	惊风撼树寒飕飕，凝云压城颓不流。凤凰已去梧桐老，孤台屹立空清秋。清秋光景望不极，水共长天同一色。霜华著岸芙蓉红，芦叶凌波雁沙白。翠微深处烟迷迷，浮屠百尺与云齐。紫霞仙人逝不返，空馀草木寒鸦栖。倚楼停立吟未了，南桥日落行人少。千门万户砧杵閒，笳声连城山月小①。
