感兴（明·唐正雅）　　七言绝句　押庚韵	城郭已愁逢闹处，郊原亦懒恣闲行。细思无事关幽兴，还爱空斋放笔声。
迟友不至（明·唐正雅）　　七言绝句　押庚韵	闲斋卓笔赋初成，飒飒西风满户生。细雨乍来君不至，寂寥把盏对寒檠。
