大水口作（明·黄重）　　七言绝句　押支韵	回艇正当潮长时，牵夫徐步日迟迟。风和两部笙歌响，似助行边几句诗。
偶书（明·黄重）　　七言绝句　押支韵	十年献纳侍彤墀，鸿渐閒思见羽仪。先哲所焚惟疏草，不留谠论后人知①。
