送春诗（明·李玉英）　　七言绝句　押真韵	柴扉寂寞掩残春，满地榆钱不疗贫。云鬓霓裳半泥土，野花何事亦愁人。
别燕（明·李玉英）　　七言绝句	新巢泥满旧巢欹，尘掩珠帘欲卷迟。愁对呢喃终一别，画堂依旧主人非。
