题画陶靖节（明·谢承举）　　七言绝句　押支韵	彭泽归来菊满篱，停云荣木已成诗。晚风散步前溪路，正是先生半醉时。
恭题灵羊图（明·谢承举）	塞上春深草初绿，黄河套边堪放牧。何来羌羚携乳畜，旁有韩卢将搏逐。群羚不奔且不惊，车无影鸾无声。持旄已归苏子卿，挟册未见黄初平。羊何安闲卢何猛，以静制动清边境。我皇执笔发深儆，意在和雍化强梗。是时贤相惟三杨，升平辅理称虞唐。九重优游翰墨场，天与人文垂四方。
