怀仙志（明·彭忠铭）　　七言绝句　押先韵	染得桃花巧作笺，浓香腻骨号书仙。软绡红泪今犹在，欲对清歌却渺然。
忆昔行（明·彭忠铭）　　七言绝句　押阳韵	风流疑是楚莲香，曾惹蜂忙与蝶忙。极目綵云歌舞尽，大堤芳草断人肠。
