梳发（明·邵濂）　　五言绝句　押歌韵	发白真堪惜，萧萧可奈何。西风吹病树，残叶苦无多。
邻家植荷盆中高出墙外予于垒头见之戏题一绝（明·邵濂）　　七言绝句　押真韵	露珠濯濯晓光新，红粉初施彩色匀。憔悴自怜非宋玉，东家何事亦窥臣。
